"PassengerId","Family_name","first_name","Sex","Survived","Age","Ticket_class","Passenger.Crew","Citizenship","Position","Status","City","Lifeboat","Rescue.Vessel","Adult.Minor"
996,"Mainman","Alfred S.","male","no",19,"Second","Passenger","British","","Single","Edmonton","","","Adult"
997,"Mainman","John V.","male","no",21,"Second","Passenger","British","","","Edmonton","","","Adult"
998,"Mainman","Alfred Reid","male","no",55,"Second","Passenger","British","","Married","Edmonton","","","Adult"
999,"Mainman","Edwin Richard","male","yes",7,"Second","Passenger","British","","Single","Edmonton","","","Minor"
1000,"Mainman","Alfred Reid (Elizabeth Sarah ""Annie"" Dowsett)","female","no",NA,"Second","Passenger","British","","Married","Edmonton","","","Adult"
1001,"Mainman","Elizabeth","female","yes",7,"Second","Passenger","British","","Single","Edmonton","","","Minor"
1002,"Mainman","Mary ""Molly"" Frances","female","yes",16,"Second","Passenger","British","","Single","Edmonton","","","Minor"
1003,"Manby","Ada","female","yes",36,"Second","Passenger","British","","Single","Montréal","","","Adult"
1004,"Mannion","Martin","male","yes",NA,"Second","Passenger","British","","","Troy","","","Adult"
1005,"Marichal","Joseph Phillibert René","male","yes",38,"Second","Passenger","French","","Married","Kingston","Found Lifeboat","Found by Rescue Vessel","Adult"
1006,"Marichal","Maurice","male","yes",NA,"Second","Passenger","French","","Single","Kingston","Found Lifeboat","Found by Rescue Vessel","Infant"
1007,"Marichal","Joseph Phillibert René (Yvonne Jessie Emerson)","female","yes",39,"Second","Passenger","French","","Married","Kingston","Found Lifeboat","Found by Rescue Vessel","Adult"
1008,"Marichal","Phyllis Renée","female","yes",2,"Second","Passenger","French","","Single","Kingston","Found Lifeboat","Found by Rescue Vessel","Minor"
1009,"Marichal","Yvonne ""Eve""","female","yes",6,"Second","Passenger","French","","Single","Kingston","Found Lifeboat","Found by Rescue Vessel","Minor"
1010,"Martin","Charles D.","male","no",31,"Second","Passenger","British","","","Pittsburgh","","","Adult"
1011,"Martin","Ruby","female","yes",26,"Second","Passenger","British","","Single","New York","","","Adult"
1012,"Martin-davey","Arthur","male","no",18,"Second","Passenger","British","","Single","Vancouver","","","Adult"
1013,"Martin-davey","William (Elizabeth Cumbe Heard)","male","no",53,"Second","Passenger","British","","Married","Vancouver","","","Adult"
1014,"Martin-davey","William","male","no",NA,"Second","Passenger","British","","Married","Vancouver","","","Adult"
1015,"Matthews","Robert","male","no",34,"Second","Passenger","British","","Married","Winnipeg","","","Adult"
1016,"Matthews","Robert (Annie)","female","no",NA,"Second","Passenger","British","","","Winnipeg","","","Adult"
1017,"Matthewson","Joseph","male","no",8,"Second","Passenger","British","","Single","Springfield","","","Infant"
1018,"Matthewson","Maud E. S.","female","no",NA,"Second","Passenger","British","","Married","Springfield","","","Adult"
1019,"Maycock","Mary","female","yes",23,"Second","Passenger","British","","Single","Harrison","","","Adult"
1020,"Mcclintock","Margaret","female","yes",31,"Second","Passenger","British","","Single","New York","","","Adult"
1021,"Mcclure","Margaret","female","no",NA,"Second","Passenger","British","","Single","New York","","","Adult"
1022,"Mccolm","James A. (Christina Harrow S. Rae)","female","yes",38,"Second","Passenger","British","","Married","Ottawa","","","Adult"
1023,"Mccorkindale","Duncan","male","no",7,"Second","Passenger","British","","Single","Chromo","","","Minor"
1024,"Mccorkindale","Daniel (Elizabeth Ritchie)","female","no",33,"Second","Passenger","British","","Married","Chromo","","","Adult"
1025,"Mccorkindale","Mary","female","no",NA,"Second","Passenger","British","","Single","Chromo","","","Infant"
1026,"Mcdonnell","Kate ""Kitty""","female","yes",25,"Second","Passenger","British","","Single","New York","","","Adult"
1027,"Mcevoy","Henry","male","no",NA,"Second","Passenger","British","","","New York","","","Adult"
1028,"Mcfayden","Hugh","male","yes",24,"Second","Passenger","British","","","Galt","","","Adult"
1029,"Mcginley","Patrick Vincent","male","yes",32,"Second","Passenger","British","","","New York","","","Adult"
1030,"Mcgovern","Mary G. ""Mazie""","female","no",21,"Second","Passenger","USA","","Single","Bloomfield","","","Adult"
1031,"Mcilroy","Archibald","male","no",NA,"Second","Passenger","British","","","Edmonton","","","Adult"
1032,"Mckechan","Campbell Ballantyne","male","yes",10,"Second","Passenger","British","","Single","Gillespie","","","Infant"
1033,"Mckechan","James","male","no",6,"Second","Passenger","British","","Single","Gillespie","","","Minor"
1034,"Mckechan","Robert (Elizabeth Ballantyne)","female","yes",32,"Second","Passenger","British","","Married","Gillespie","","","Adult"
1035,"Mckinnon","Robert (Jeanie Gilmour Beith)","female","no",27,"Second","Passenger","British","","Married","Toronto","","","Adult"
1036,"Mclellan","Sarah","female","yes",36,"Second","Passenger","British","","Single","Lake Forest","","","Adult"
1037,"Mcpartlin","Myles","male","no",NA,"Second","Passenger","USA","","","New York","","","Adult"
1038,"Mecredy","Ralph Jack Richard, Jr.","male","yes",26,"Second","Passenger","British","","","Dublin","","Found by Rescue Vessel","Adult"
1039,"Menzies","Isabella","female","no",57,"Second","Passenger","British","","Single","Yakima","","","Adult"
1040,"Meriheina","William Uno","male","yes",26,"Second","Passenger","Russian","","","New York","","","Adult"
1041,"Michael","Dewi","male","yes",38,"Second","Passenger","British","","","","","","Adult"
1042,"Middlemast","Edward (Isabella L. Woodget)","female","yes",32,"Second","Passenger","British","","Married","Regina","","","Adult"
1043,"Middleton","Alice","female","yes",25,"Second","Passenger","British","","Single","Seattle","","","Adult"
1044,"Milford","Frederick John","male","yes",36,"Second","Passenger","USA","","","Hancock","","Found by Rescue Vessel","Adult"
1045,"Millar","Aubrey M. (Margaret Todd)","female","no",42,"Second","Passenger","British","","Widowed","New York","","","Adult"
1046,"Mitchelhill","William (Mitchell Hill)","male","no",44,"Second","Passenger","British","","","St  Joseph","","","Adult"
1047,"Mitchell","Arthur Jackson ","male","yes",45,"Second","Passenger","USA","","","Toronto","Found Lifeboat","Found by Rescue Vessel","Adult"
1048,"Mitchell","Walter Dawson","male","no",27,"Second","Passenger","British","","Married","Newark","","","Adult"
1049,"Mitchell","Walter Dawson, Jr.","male","no",10,"Second","Passenger","USA","","Single","Newark","","","Infant"
1050,"Mitchell","Walter Dawson (Jeanette ""Nettie"" Elizabeth Moore)","female","yes",27,"Second","Passenger","British","","Married","Newark","","Found by Rescue Vessel","Adult"
1051,"Moffatt","William","male","no",NA,"Second","Passenger","British","","","Winchester","","","Adult"
1052,"Molloy","Margaret","female","no",NA,"Second","Passenger","British","","Single","New York","","","Adult"
1053,"Moody","Martha (Meta)","female","yes",38,"Second","Passenger","British","","Single","Limavady","","","Adult"
1054,"Moody","Martha (Martha Hemphill)","female","no",70,"Second","Passenger","British","","Married","Limavady","","","Adult"
1055,"Moore","John","male","yes",24,"Second","Passenger","British","","Single","Manchester Green","","Found by Rescue Vessel","Adult"
1056,"Moore","Daniel Virgil","male","yes",36,"Second","Passenger","USA","","","Yankton","","Found by Rescue Vessel","Adult"
1057,"Moore","Edwin","male","no",62,"Second","Passenger","British","","Married","Central Falls","","","Adult"
1058,"Moore","Ernest","male","no",NA,"Second","Passenger","British","","","Moose Jaw","","","Adult"
1059,"Morris","Hugh Carlton Syddall","male","yes",32,"Second","Passenger","British","","","Toronto","","","Adult"
1060,"Mounsey","William Edgar","male","no",58,"Second","Passenger","USA","","Widowed","Chicago","","","Adult"
1061,"Muir","Matthew","male","yes",62,"Second","Passenger","British","","","Philadelphia","","","Adult"
1062,"Murdoch","Jessie","female","yes",34,"Second","Passenger","British","","Single","Westbury","","","Adult"
1063,"Murray","Christopher (Rose Ellen McGinley)","female","yes",30,"Second","Passenger","USA","","Married","New York","","","Adult"
1064,"Mustoe-kinch","William","male","no",19,"Second","Passenger","British","","Single","Cleveland","","","Adult"
1065,"Myers","William Ellason G.","male","yes",16,"Second","Passenger","British","","Single","Stratford","","","Minor"
1066,"Naish","Theodore (Belle Saunders)","female","yes",49,"Second","Passenger","USA","","Married","Kansas City","Found Lifeboat","Found by Rescue Vessel","Adult"
1067,"Naish","Theodore","male","no",59,"Second","Passenger","USA","","Married","Kansas City","","","Adult"
1068,"Neatby","Winifred (Freda)","female","yes",29,"Second","Passenger","British","","Engaged","Saskatoon","","","Adult"
1069,"Needham","Henry E.","male","yes",NA,"Second","Passenger","British","","","New York","","","Adult"
1070,"Negus","Edward","male","yes",27,"Second","Passenger","British","","","New York","","","Adult"
1071,"Neilson","Charles H.","male","no",18,"Second","Passenger","British","","Single","Brooklyn","","","Adult"
1072,"Neilson","Henry","male","no",41,"Second","Passenger","British","","Married","Brooklyn","","","Adult"
1073,"Neilson","Henry (Frances)","female","no",40,"Second","Passenger","British","","Married","Brooklyn","","","Adult"
1074,"Neimark","Abraham","male","no",NA,"Second","Passenger","Russian","","","London","","","Adult"
1075,"Neville","Albert Charles","male","no",40,"Second","Passenger","British","","Married","Toronto","","","Adult"
1076,"Neville","Charles","male","no",11,"Second","Passenger","British","","Single","Toronto","","","Minor"
1077,"Neville","Albert Charles (Mabel Frances)","female","yes",35,"Second","Passenger","British","","Married","Toronto","","","Adult"
1078,"Neville","Muriel","female","no",4,"Second","Passenger","British","","Single","Toronto","","","Minor"
1079,"Neville","Evelyn","female","no",14,"Second","Passenger","British","","Single","Toronto","","","Minor"
1080,"Nichol","Mary F.","female","no",22,"Second","Passenger","British","","Single","Chicago","","","Adult"
1081,"Nicholl","George","male","no",NA,"Second","Passenger","British","","","Philadelphia","","","Adult"
1082,"Nicholson","Charles Duncan","male","no",27,"Second","Passenger","British","","","Edmonton","","","Adult"
1083,"Norman","Robert","male","no",39,"Second","Passenger","British","","","New York","","","Adult"
1084,"North","Olive","female","yes",25,"Second","Passenger","British","","Single","Saskatoon","","Found by Rescue Vessel","Adult"
1085,"O'donnell","Patrick","male","yes",35,"Second","Passenger","USA","","","West Hoboken","","Found by Rescue Vessel","Adult"
1086,"Owens","Hubert Isaacs (Cecelia Mildred Smith) (sister of Alfred Smith)","female","yes",33,"Second","Passenger","British","","Married","Ellwood City","","Found by Rescue Vessel","Adult"
1087,"Owens","Reginald (son of Cecelia Owens)","male","no",8,"Second","Passenger","British","","Single","Ellwood City","","","Minor"
1088,"Owens","Ronald (son of Cecelia Owens)","male","no",10,"Second","Passenger","British","","Single","Ellwood City","","","Minor"
1089,"Page","Andrew","male","yes",30,"Second","Passenger","British","","","Medicine Hat","","","Adult"
1090,"Palmer","Albert","male","no",NA,"Second","Passenger","British","","Married","Toronto","","","Adult"
1091,"Palmer","Frank Arthur","male","no",NA,"Second","Passenger","British","","Single","North Augusta","","","Adult"
1092,"Palmer","Albert","male","no",6,"Second","Passenger","British","","Single","Toronto","","","Infant"
1093,"Palmer","Edgar","male","no",6,"Second","Passenger","British","","Single","Toronto","","","Minor"
1094,"Palmer","Albert (Annie Oakes)","female","no",33,"Second","Passenger","British","","Married","Toronto","","","Adult"
1095,"Palmer","Kathleen","female","no",41,"Second","Passenger","British","","Single","North Augusta","","","Adult"
1096,"Palmer","Olive","female","no",4,"Second","Passenger","British","","Single","Toronto","","","Minor"
1097,"Parsons","Archibald Ernest","male","no",30,"Second","Passenger","British","","","New York","","","Adult"
1098,"Partlett","Frank (Amy)","female","no",35,"Second","Passenger","British","","Married","New York","","","Adult"
1099,"Partlett","Enid","female","no",13,"Second","Passenger","British","","Single","New York","","","Minor"
1100,"Pavey","Lorna Mary","female","yes",28,"Second","Passenger","British","","Single","Fort Qui Apelle","Found Lifeboat","","Adult"
1101,"Payne","Martin Sylvester","male","yes",19,"Second","Passenger","British","","","Springfield","","","Adult"
1102,"Peacock","Thomas Edward, Jr.","male","yes",17,"Second","Passenger","British","","Single","Jerome","","","Minor"
1103,"Peacock","Elizabeth L. (Elizabeth L. Todd)","female","yes",48,"Second","Passenger","British","","Married","Jerome","","","Adult"
1104,"Pells","Cyril Elmore","male","yes",24,"Second","Passenger","British","","Married","Vancouver","","","Adult"
1105,"Pells","John","male","no",NA,"Second","Passenger","British","","Single","Vancouver","","","Infant"
1106,"Pells","Cyril Elmore (Mary Anita Reeve)","female","yes",32,"Second","Passenger","British","","Married","Vancouver","","","Adult"
1107,"Phair","Ernest Edward Maxwell","male","no",44,"Second","Passenger","British","","","Winnipeg","","","Adult"
1108,"Pirie","Arthur","male","no",4,"Second","Passenger","British","","Single","Lynn","","","Minor"
1109,"Pirie","Arthur (Annie)","female","no",35,"Second","Passenger","British","","Married","Lynn","","","Adult"
1110,"Pirie","Margaret","female","no",10,"Second","Passenger","British","","Single","Lynn","","","Minor"
1111,"Pirrie","Henrietta","female","no",NA,"Second","Passenger","British","","Single","Ottawa","","","Adult"
1112,"Plank","David (Harriet Slinger)","female","yes",61,"Second","Passenger","British","","Married","Toronto","","","Adult"
1113,"Poole","Thomas William (Gertrude Kate Elizabeth Veale)","female","no",45,"Second","Passenger","British","","Married","New York","","","Adult"
1114,"Potter","Walter","male","no",NA,"Second","Passenger","British","","","Calgary","","","Adult"
1115,"Prescott","George (Bertha Martin)","female","no",30,"Second","Passenger","British","","Married","Toronto","","","Adult"
1116,"Press","Mary Jane","female","no",34,"Second","Passenger","British","","Single","New York","","","Adult"
1117,"Preston-smith","John","male","yes",28,"Second","Passenger","British","","","Southbanks","","Found by Rescue Vessel","Adult"
1118,"Prichard","Richard Preston","male","no",29,"Second","Passenger","British","","Single","Montréal","","","Adult"
1119,"Proudfoot","Samuel Lamond","male","no",NA,"Second","Passenger","British","","","Belle Vernon","","","Adult"
1120,"Purse","Reginald","male","no",NA,"Second","Passenger","British","","Married","Chattanooga","","","Adult"
1121,"Purse","Reginald (Gertrude Alice)","female","no",NA,"Second","Passenger","British","","Married","Chattanooga","","","Adult"
1122,"Pye","William Samuel (Charlotte Lillian)","female","yes",28,"Second","Passenger","British","","Married","Edmonton","","Found by Rescue Vessel","Adult"
1123,"Pye","Marjorie","female","no",18,"Second","Passenger","British","","Single","Edmonton","","","Infant"
1124,"Readdie","James Robert","male","yes",29,"Second","Passenger","British","","","Brooklyn","","","Adult"
1125,"Reid","Peter","male","no",NA,"Second","Passenger","British","","","Little Rock","","","Adult"
1126,"Richards","Thomas Henry","male","yes",40,"Second","Passenger","USA","","Married","Meaderville","","","Adult"
1127,"Richards","Cecil Harry","male","yes",4,"Second","Passenger","USA","","Single","Meaderville","","","Minor"
1128,"Richards","Thomas Percy","male","yes",7,"Second","Passenger","British","","Single","Meaderville","","","Minor"
1129,"Richards","Thomas Henry (Phillippa ""Phyllis"" Conner)","female","yes",38,"Second","Passenger","British","","Married","Meaderville","","","Adult"
1130,"Richards","Dora Millicent","female","no",18,"Second","Passenger","USA","","Single","Meaderville","","","Infant"
1131,"Richardson","James (Annie)","female","yes",39,"Second","Passenger","British","","Married","Philadelphia","Found Lifeboat","Found by Rescue Vessel","Adult"
1132,"Ritchie","William Joss","male","no",NA,"Second","Passenger","British","","","Winnipeg","","","Adult"
1133,"Robertson","Andrew","male","no",NA,"Second","Passenger","British","","","New Orleans","","","Adult"
1134,"Robinson","Thomas H.","male","no",NA,"Second","Passenger","British","","Married","Vancouver","","","Adult"
1135,"Robinson","Thomas H. (Edith)","female","yes",NA,"Second","Passenger","British","","Married","Vancouver","","","Adult"
1136,"Robson","Kenneth Hamilton Stewart","male","no",29,"Second","Passenger","British","","","Mount Vernon","","","Adult"
1137,"Robson","Annie","female","no",30,"Second","Passenger","British","","","Mount Vernon","","","Adult"
1138,"Rogers","Elizabeth (sister of Sarah Fish)","female","yes",NA,"Second","Passenger","British","","Single","Toronto","Found Lifeboat","Found by Rescue Vessel","Adult"
1139,"Rogers","Richard James","male","no",41,"Second","Passenger","British","","","Toronto","","","Adult"
1140,"Rolfe","George Sommerville","male","no",31,"Second","Passenger","British","","","Hamilton","","","Adult"
1141,"Rooney","Mary","female","no",NA,"Second","Passenger","British","","Single","Brooklyn","","","Adult"
1142,"Rose","Fred J.","male","yes",NA,"Second","Passenger","British","","","New York","","","Adult"
1143,"Rowell","Thomas Reuben","male","no",NA,"Second","Passenger","British","","","New York","","","Adult"
1144,"Ryan","Mary","female","no",NA,"Second","Passenger","British","","Single","New York","","","Adult"
1145,"Salt","Henry Jordan","male","no",37,"Second","Passenger","USA","","Married","Boston","","","Adult"
1146,"Samoulescu","David (Dave Samuels)","male","no",36,"Second","Passenger","USA","","","New York","","","Adult"
1147,"Sandells","Thomas","male","yes",50,"Second","Passenger","British","","","Winnipeg","","","Adult"
1148,"Scott","George","male","yes",27,"Second","Passenger","British","","","Toronto","","","Adult"
1149,"Scrimgeour","William","male","yes",NA,"Second","Passenger","British","","","New York","","","Adult"
1150,"Secchi","Herbert (Edith Helen West)","female","yes",35,"Second","Passenger","British","","Married","New York","Found Lifeboat","Found by Rescue Vessel","Adult"
1151,"Semours","Charles T.","male","no",NA,"Second","Passenger","British","","","Buffalo","","","Adult"
1152,"Semple","John","male","no",NA,"Second","Passenger","British","","Single","Toronto","","","Infant"
1153,"Semple","Andrew (Agnes Gilmour)","female","no",29,"Second","Passenger","British","","Married","Toronto","","","Adult"
1154,"Shaw","Emily","female","no",32,"Second","Passenger","British","","Single","Winnipeg","","","Adult"
1155,"Shineman","James W.","male","no",29,"Second","Passenger","USA","","Married","Oil City","","","Adult"
1156,"Shineman","James W. (Margaret McKenzie)","female","no",NA,"Second","Passenger","USA","","Married","Oil City","","","Adult"
1157,"Simpson","Henry Wood","male","yes",37,"Second","Passenger","British","","","Roseland","","Found by Rescue Vessel","Adult"
1158,"Slater","Frank William","male","no",NA,"Second","Passenger","British","","","New York","","","Adult"
1159,"Slattery","Patrick John","male","yes",27,"Second","Passenger","USA","","","New York","","","Adult"
1160,"Smart","George Mercer","male","no",NA,"Second","Passenger","British","","","Vancouver","","","Adult"
1161,"Smith","Helen","female","yes",6,"Second","Passenger","British","","Single","Ellwood City","Found Lifeboat","Found by Rescue Vessel","Minor"
1162,"Smith","George Arthur","male","no",32,"Second","Passenger","British","","","Rochester","","","Adult"
1163,"Smith","Albert R.","male","no",35,"Second","Passenger","British","","Married","New York","","","Adult"
1164,"Smith","Alfred F.","male","no",NA,"Second","Passenger","British","","Married","Ellwood City","","","Adult"
1165,"Smith","David J.","male","no",NA,"Second","Passenger","British","","","","","","Adult"
1166,"Smith","Harry","male","no",NA,"Second","Passenger","British","","","Toronto","","","Adult"
1167,"Smith","Hubert","male","no",6,"Second","Passenger","British","","Single","Ellwood City","","","Infant"
1168,"Smith","Albert R. (Gladys E.)","female","no",31,"Second","Passenger","British","","Married","New York","","","Adult"
1169,"Smith","Alfred F. (Elizabeth A. Jones)","female","no",NA,"Second","Passenger","British","","Married","Ellwood City","","","Adult"
1170,"Smith","Sarah","female","no",NA,"Second","Passenger","British","","","St  Thomas","","","Adult"
1171,"Smith","Dorothy","female","no",NA,"Second","Passenger","British","","Single","New York","","","Infant"
1172,"Sorenson","Soren","male","yes",33,"Second","Passenger","British","","","Edmonton","","","Adult"
1173,"Spillman","John Bowen","male","no",33,"Second","Passenger","British","","Married","Wyandotte","","","Adult"
1174,"Spillman","John Bowen (Eliza)","female","no",NA,"Second","Passenger","British","","Married","Wyandotte","","","Adult"
1175,"Stanley","Henry William","male","no",NA,"Second","Passenger","British","","","Trenton","","","Adult"
1176,"Stevens","Charles Henry","male","no",57,"Second","Passenger","USA","","Married","Atlantic City","","","Adult"
1177,"Stevenson","William (Janet M. Wallace)","female","no",NA,"Second","Passenger","British","","Married","Cleveland","","","Adult"
1178,"Stevenson","Elizabeth P.","female","no",NA,"Second","Passenger","British","","Single","Cleveland","","","Infant"
1179,"Stewart","John Knox","male","yes",5,"Second","Passenger","British","","Single","Toronto","","","Infant"
1180,"Stewart","James (Christina Knox?)","female","yes",30,"Second","Passenger","British","","Married","Toronto","","","Adult"
1181,"Stokes","George Edward ""Ted""","male","no",NA,"Second","Passenger","British","","Married","Victoria","","","Adult"
1182,"Stokes","William","male","no",2,"Second","Passenger","British","","Single","Victoria","","","Minor"
1183,"Stokes","George Edward (Mabel Elliott)","female","no",NA,"Second","Passenger","British","","Married","Victoria","","","Adult"
1184,"Stones","Norman","male","yes",28,"Second","Passenger","British","","Married","Texada Island","","","Adult"
1185,"Stones","Norman (Hilda Mary Joy)","female","no",29,"Second","Passenger","British","","Married","Texada Island","","","Adult"
1186,"Storch","Walter Reinhold","male","yes",29,"Second","Passenger","British","","","San Francisco","","","Adult"
1187,"Stroud","Edwin Percy Wallace","male","yes",38,"Second","Passenger","British","","Married"," New York  ","","","Adult"
1188,"Stroud","Edwin Percy Wallace (Constance Eda Simpson)","female","yes",31,"Second","Passenger","British","","Married"," New York  ","","","Adult"
1189,"Stroud","Helen","female","no",3,"Second","Passenger","British","","Single"," New York  ","","","Minor"
1190,"Sullivan","George","male","no",NA,"Second","Passenger","British","","Married","Groton","","","Adult"
1191,"Sullivan","George (Emily)","female","no",NA,"Second","Passenger","British","","Married","Groton","","","Adult"
1192,"Sullivan (o'sullivan)","Florence","male","yes",26,"Second","Passenger","British","","Married","New York","","Found by Rescue Vessel","Adult"
1193,"Sullivan (o'sullivan)","Florence (Julia O'Neill)","female","yes",25,"Second","Passenger","British","","Married","New York","","Found by Rescue Vessel","Adult"
1194,"Sumner","Thomas","male","yes",NA,"Second","Passenger","British","","","Quincy","","Found by Rescue Vessel","Adult"
1195,"Surman","Henry George (Mabel Annie Bird)","female","no",NA,"Second","Passenger","British","","Married","Princeton","","","Adult"
1196,"Sutherst","Thomas","male","no",NA,"Second","Passenger","British","","","","","","Adult"
1197,"Sweeney","John Martin","male","yes",NA,"Second","Passenger","USA","","","Watertown","","","Adult"
1198,"Sweet","Frank Harold","male","yes",22,"Second","Passenger","British","","","Toronto","","","Adult"
1199,"Taft","Sidney","male","yes",31,"Second","Passenger","British","","","Needham","","","Adult"
1200,"Tarry","Edward","male","yes",27,"Second","Passenger","British","","","Toronto","","","Adult"
1201,"Taylor","Stanley Robert","male","yes",14,"Second","Passenger","USA","","","Dorchester","","","Minor"
1202,"Taylor","Stanley Robert (Annie Sarah Johnson)","female","no",41,"Second","Passenger","USA","","","Dorchester","","","Adult"
1203,"Thomas","Ernest","male","no",33,"Second","Passenger","British","","","Winnipeg","","","Adult"
1204,"Thomas","Ernest (Mary Hannah (Ann?))","female","no",NA,"Second","Passenger","British","","","Winnipeg","","","Adult"
1205,"Thompson","Albert","male","no",37,"Second","Passenger","British","","","Toronto","","","Adult"
1206,"Thompson","Robert Joseph","male","no",37,"Second","Passenger","British","","","Holdridge","","","Adult"
1207,"Thompson","Muriel","female","no",30,"Second","Passenger","British","","","Miami","","","Adult"
1208,"Thurston","John","male","no",NA,"Second","Passenger","British","","","Bridgeport","","","Adult"
1209,"Tierney","James (Mary)","female","no",26,"Second","Passenger","British","","","Vandegrift","","","Adult"
1210,"Tierney","Nina","female","no",5,"Second","Passenger","British","","","Vandegrift","","","Minor"
1211,"Tijou","Walter Edgar","male","yes",44,"Second","Passenger","British","","","Toronto","","Found by Rescue Vessel","Adult"
1212,"Tijou","Howard Walter","male","no",10,"Second","Passenger","British","","","Toronto","","","Minor"
1213,"Todd","David","male","no",28,"Second","Passenger","British","","","Philadelphia","","","Adult"
1214,"Treverrow","Caroline (Caroline Richards)","female","no",62,"Second","Passenger","British","","","Butte","","","Adult"
1215,"Tulloch","James","male","no",NA,"Second","Passenger","British","","Married","Kendall","","","Adult"
1216,"Tulloch","James (Agnes Kerr)","female","no",21,"Second","Passenger","British","","Married","Kendall","","","Adult"
1217,"Tulloch","Hannah","female","no",11,"Second","Passenger","British","","Single","Kendall","","","Infant"
1218,"Turpin","Thomas Keith","male","yes",30,"Second","Passenger","British","","Married","Victoria","","","Adult"
1219,"Turpin","Thomas Keith (Maud Adelaide Otway Hatchell)","female","yes",NA,"Second","Passenger","British","","Married","Victoria","","","Adult"
1220,"Twigg","Frederick Alexander","male","no",NA,"Second","Passenger","British","","","Winnipeg","","","Adult"
1221,"Tyers","Frederick Charles","male","no",NA,"Second","Passenger","British","","","Nottingham","","","Adult"
1222,"Vance","John","male","no",30,"Second","Passenger","USA","","Single","New York","","","Adult"
1223,"Varcoe","John Francis (Lavinia Woodgate)","male","no",70,"Second","Passenger","British","","Married","Kansas City","","","Adult"
1224,"Varley","Alice Mercy","female","no",50,"Second","Passenger","British","","Single","East Northfield","","","Adult"
1225,"Venn","Harold Stanley","male","no",NA,"Second","Passenger","British","","","San Francisco","","","Adult"
1226,"Vescovi","Silvio B. de","male","yes",28,"Second","Passenger","Italian","","","New York","","Found by Rescue Vessel","Adult"
1227,"Walker","John","male","no",28,"Second","Passenger","British","","Married","Toronto","","","Adult"
1228,"Walker","John (Gertrude Thursfield)","female","no",26,"Second","Passenger","British","","Married","Toronto","","","Adult"
1229,"Walker","Mary Jane","female","no",NA,"Second","Passenger","British","","Single","San Francisco","","","Adult"
1230,"Wallace","Cyril John George","male","yes",20,"Second","Passenger","British","","Single","Holyoke","Found Lifeboat","Found by Rescue Vessel","Adult"
1231,"Wallace","Delia","female","no",NA,"Second","Passenger","British","","Single","New York","","","Adult"
1232,"Wallace","Margaret","female","no",NA,"Second","Passenger","British","","Single","New York","","","Adult"
1233,"Walsh","Ellen","female","no",NA,"Second","Passenger","British","","Single","New York","","","Adult"
1234,"Ward","James Langmuir","male","no",NA,"Second","Passenger","British","","","Wilkie","","","Adult"
1235,"Ward","Michael","male","no",NA,"Second","Passenger","USA","","","Pittsburgh","","","Adult"
1236,"Waring","Charles","male","no",NA,"Second","Passenger","British","","","Winnipeg","","","Adult"
1237,"Warner","Tertius Selwyn","male","no",21,"Second","Passenger","British","","","London","","","Adult"
1238,"Waters","Katherine W.","female","no",25,"Second","Passenger","British","","Single","Elcentra","","","Adult"
1239,"Waters","Margaret","female","no",29,"Second","Passenger","British","","Single","Elcentra","","","Adult"
1240,"Webb","Minnie","female","yes",34,"Second","Passenger","British","","Single","New York","","","Adult"
1241,"Webster","Frederick G.","male","yes",28,"Second","Passenger","British","","Married","Toronto","","","Adult"
1242,"Webster","Frederick","male","no",11,"Second","Passenger","British","","Single","Toronto","","","Infant"
1243,"Webster","Henry","male","no",11,"Second","Passenger","British","","Single","Toronto","","","Infant"
1244,"Webster","William","male","yes",3,"Second","Passenger","British","","Single","Toronto","","","Minor"
1245,"Webster","Frederick G. (Margaret)","female","no",24,"Second","Passenger","British","","Married","Toronto","","","Adult"
1246,"Weir","Cecil Hamilton","male","no",31,"Second","Passenger","British","","","Victoria","","","Adult"
1247,"Whaley","Robert William","male","yes",33,"Second","Passenger","British","","","Victoria","","","Adult"
1248,"Whitcombe","Hugh Martin Donald Gore","male","yes",25,"Second","Passenger","British","","","Havana","","","Adult"
1249,"Whitehead","Florence","female","yes",41,"Second","Passenger","British","","Single","Boston","Found Lifeboat","Found by Rescue Vessel","Adult"
1250,"Whyatt","Aaron Taylor (Martha Ann Bussey)","female","yes",60,"Second","Passenger","British","","Widowed","New Bedford","","","Adult"
1251,"Wickham","Nina","female","no",50,"Second","Passenger","British","","Married","","","","Adult"
1252,"Wickings-smith","Nancy Eileen Fenn","female","yes",NA,"Second","Passenger","British","","Single","Victoria","Found Lifeboat","Found by Rescue Vessel","Infant"
1253,"Wickings-smith","Cyril","male","yes",27,"Second","Passenger","British","","Married","Victoria","","","Adult"
1254,"Wickings-smith","Basil Guilford (Cyril's brother)","male","no",29,"Second","Passenger","British","","Married","Victoria","","","Adult"
1255,"Wickings-smith","Cyril (Phyllis Bailey Fenn)","female","yes",24,"Second","Passenger","British","","Married","Victoria","","","Adult"
1256,"Wiggins","Arthur Vaughn (Sarah Helena Rogerson)","female","yes",49,"Second","Passenger","British","","Married","Toronto","","","Adult"
1257,"Wild","Agnes","female","yes",21,"Second","Passenger","British","","Single","Paterson","Found Lifeboat","Found by Rescue Vessel","Adult"
1258,"Wild","Evelyn Norbury","female","yes",25,"Second","Passenger","British","","Single","Paterson","Found Lifeboat","Found by Rescue Vessel","Adult"
